x	intensity
0	-16622804
1	-16619047
2	-16625760
3	-16630752
4	-16632419
5	-16639909
6	-16649027
7	-16651222
8	-16648566
9	-16646567
10	-16643849
11	-16642567
12	-16644820
13	-16646564
14	-16645879
15	-16645528
16	-16644769
17	-16643730
18	-16640034
19	-16639475
20	-16630661
21	-16618087
22	-16617062
23	-16631755
24	-16640207
25	-16642307
26	-16648074
27	-16648638
28	-16651586
29	-16647736
30	-16647036
31	-16645566
32	-16641659
33	-16643268
34	-16646289
35	-16648528
36	-16648199
37	-16647165
38	-16645688
39	-16645563
40	-16645180
41	-16647493
42	-16646851
43	-16648264
44	-16647493
45	-16647686
46	-16647108
47	-16645759
48	-16646465
49	-16646915
50	-16648586
51	-16647943
52	-16648329
53	-16646337
54	-16648136
55	-16648714
56	-16648200
57	-16648200
58	-16647172
59	-16647365
60	-16646594
61	-16647172
62	-16644666
63	-16644923
64	-16644602
65	-16645566
66	-16646593
67	-16645630
68	-16646208
69	-16646016
70	-16646786
71	-16648521
72	-16648521
73	-16647686
74	-16646915
75	-16649549
76	-16649999
77	-16651091
78	-16650063
79	-16648971
80	-16647493
81	-16647879
82	-16649357
83	-16647236
84	-16647044
85	-16645116
86	-16647429
87	-16648971
88	-16650834
89	-16652055
90	-16649999
91	-16648525
92	-16648208
93	-16648272
94	-16646473
95	-16645510
96	-16644225
97	-16646730
98	-16647889
99	-16646297
100	-16643482
101	-16640546
102	-16639211
103	-16636980
104	-16635334
105	-16630856
106	-16626886
107	-16621578
108	-16616968
109	-16615444
110	-16613970
111	-16607507
112	-16596004
113	-16585211
114	-16570260
115	-16557093
116	-16545721
117	-16543938
118	-16530510
119	-16513051
120	-16482673
121	-16456960
122	-16431699
123	-16411126
124	-16383437
125	-16359951
126	-16332564
127	-16313125
128	-16284861
129	-16262335
130	-16254829
131	-16249382
132	-16247196
133	-16249051
134	-16254931
135	-16262536
136	-16266956
137	-16270150
138	-16272715
139	-16276043
140	-16280015
141	-16279957
142	-16285654
143	-16292298
144	-16302912
145	-16319541
146	-16331620
147	-16337122
148	-16346530
149	-16362200
150	-16377816
151	-16395716
152	-16416708
153	-16422018
154	-16440767
155	-16446701
156	-16463150
157	-16479851
158	-16491746
159	-16503471
160	-16516202
161	-16532837
162	-16547747
163	-16557864
164	-16563874
165	-16574363
166	-16577238
167	-16579787
168	-16583937
169	-16589622
170	-16596721
171	-16600999
172	-16602460
173	-16606548
174	-16609230
175	-16611911
176	-16615680
177	-16621354
178	-16626901
179	-16631803
180	-16634928
181	-16637665
182	-16639518
183	-16641574
184	-16642088
185	-16643172
186	-16645156
187	-16644192
188	-16644570
189	-16644698
190	-16645654
191	-16646425
192	-16648208
193	-16648207
194	-16647172
195	-16647622
196	-16647108
197	-16646851
198	-16647686
199	-16647108
200	-16648843
201	-16648778
202	-16647815
203	-16647493
204	-16648778
205	-16649871
206	-16648334
207	-16646984
208	-16644991
209	-16646206
210	-16647231
211	-16647290
212	-16648058
213	-16640015
214	-16633016
215	-16640409
216	-16648249
217	-16648702
218	-16647231
219	-16647750
220	-16646597
221	-16649040
222	-16647880
223	-16648971
224	-16649164
225	-16646915
226	-16646851
227	-16647108
228	-16648200
229	-16649549
230	-16648264
231	-16648007
232	-16647108
233	-16647686
234	-16649164
235	-16650063
236	-16649421
237	-16648264
238	-16645116
239	-16643960
240	-16645951
241	-16649549
242	-16649549
243	-16650577
244	-16650385
245	-16651220
246	-16650449
247	-16650320
248	-16647108
249	-16648907
250	-16648393
251	-16649228
252	-16649228
253	-16649164
254	-16649742
255	-16648650
256	-16648650
257	-16647556
258	-16647491
259	-16647363
260	-16646206
261	-16645821
262	-16645629
263	-16646080
264	-16647622
265	-16648778
266	-16649357
267	-16648394
268	-16647945
269	-16648652
270	-16647945
271	-16648331
272	-16646467
273	-16645309
274	-16645437
275	-16645630
276	-16647686
277	-16648200
278	-16649549
279	-16648200
280	-16647558
281	-16647429
282	-16648136
283	-16646658
284	-16647172
285	-16648457
286	-16648133
287	-16649164
288	-16649228
289	-16649229
290	-16649163
291	-16649745
292	-16648652
293	-16648716
294	-16646145
295	-16646528
296	-16647170
297	-16647941
298	-16650190
299	-16649224
300	-16649419
301	-16648331
302	-16647753
303	-16648461
304	-16645566
305	-16645309
306	-16644088
307	-16645887
308	-16647236
309	-16649549
310	-16650449
311	-16650770
312	-16649742
313	-16648393
314	-16647750
315	-16649035
316	-16652248
317	-16653022
318	-16652762
319	-16650385
320	-16647172
321	-16645373
322	-16645630
323	-16648843
324	-16648778
325	-16649292
326	-16648971
327	-16648779
328	-16649744
329	-16650001
330	-16650258
331	-16648974
332	-16647818
333	-16646019
334	-16643899
335	-16644542
336	-16646083
337	-16647366
338	-16647493
339	-16649549
340	-16649678
341	-16649871
342	-16648843
343	-16647686
344	-16648843
345	-16647879
346	-16649742
347	-16648843
348	-16648136
349	-16647622
350	-16646401
351	-16647750
352	-16647108
353	-16647493
354	-16647236
355	-16647622
356	-16646208
357	-16646916
358	-16646787
359	-16647365
360	-16649292
361	-16649549
362	-16648264
363	-16646208
364	-16646530
365	-16647686
366	-16647686
367	-16647622
368	-16647044
369	-16646722
370	-16648778
371	-16649228
372	-16649035
373	-16649485
374	-16648714
375	-16648521
376	-16647943
377	-16647365
378	-16647044
379	-16647236
380	-16649742
381	-16650256
382	-16649742
383	-16650192
384	-16649164
385	-16649742
386	-16649806
387	-16650256
388	-16648264
389	-16648200
390	-16647495
391	-16648204
392	-16648331
393	-16648524
394	-16648844
395	-16648521
396	-16647621
397	-16647877
398	-16647812
399	-16648840
400	-16646272
401	-16646597
402	-16645248
403	-16648007
404	-16648772
405	-16649152
406	-16649921
407	-16648890
408	-16640405
409	-16640919
410	-16649723
411	-16650242
412	-16648124
413	-16648774
414	-16650642
415	-16649492
416	-16648721
417	-16650388
418	-16649228
419	-16649742
420	-16649742
421	-16650770
422	-16650770
423	-16650385
424	-16648521
425	-16647558
426	-16646915
427	-16649228
428	-16649035
429	-16649357
430	-16649549
431	-16648714
432	-16648907
433	-16648200
434	-16648393
435	-16647172
436	-16647879
437	-16647493
438	-16646594
439	-16648200
440	-16648136
441	-16648393
442	-16648007
443	-16646787
444	-16646208
445	-16647172
446	-16648714
447	-16648714
448	-16650256
449	-16649549
450	-16648393
451	-16647172
452	-16646594
453	-16647686
454	-16649228
455	-16650256
456	-16649228
457	-16646915
458	-16645759
459	-16646401
460	-16647558
461	-16648521
462	-16647172
463	-16646658
464	-16647494
465	-16648007
466	-16648008
467	-16647686
468	-16648007
469	-16644345
470	-16646722
471	-16649228
472	-16648457
473	-16646337
474	-16645823
475	-16648200
476	-16649999
477	-16650706
478	-16651027
479	-16651413
480	-16649100
481	-16650513
482	-16649871
483	-16650256
484	-16651670
485	-16651605
