x	intensity
0	-16627615
1	-16625775
2	-16627166
3	-16633756
4	-16633037
5	-16636690
6	-16638317
7	-16640798
8	-16644707
9	-16648525
10	-16648957
11	-16648219
12	-16648574
13	-16649409
14	-16647809
15	-16645381
16	-16642635
17	-16638544
18	-16625275
19	-16616550
20	-16618342
21	-16630466
22	-16635515
23	-16640064
24	-16643710
25	-16649225
26	-16648326
27	-16648460
28	-16644809
29	-16641408
30	-16639937
31	-16642055
32	-16645707
33	-16645888
34	-16647295
35	-16647678
36	-16649161
37	-16647686
38	-16647943
39	-16645245
40	-16645181
41	-16645759
42	-16646915
43	-16647490
44	-16647301
45	-16647172
46	-16647815
47	-16648714
48	-16647750
49	-16648586
50	-16646144
51	-16646594
52	-16644730
53	-16643574
54	-16644730
55	-16644409
56	-16645055
57	-16646272
58	-16647172
59	-16645822
60	-16646465
61	-16647493
62	-16648521
63	-16650834
64	-16650706
65	-16650320
66	-16648136
67	-16647686
68	-16648200
69	-16648778
70	-16648971
71	-16648071
72	-16647172
73	-16648200
74	-16648714
75	-16648200
76	-16647686
77	-16645630
78	-16645630
79	-16646658
80	-16647686
81	-16648200
82	-16648007
83	-16647172
84	-16646658
85	-16647365
86	-16648714
87	-16648200
88	-16648778
89	-16648200
90	-16647044
91	-16645630
92	-16645116
93	-16647493
94	-16649228
95	-16651091
96	-16650256
97	-16648714
98	-16647686
99	-16647686
100	-16647686
101	-16647365
102	-16646144
103	-16646658
104	-16645373
105	-16646658
106	-16647172
107	-16646658
108	-16645630
109	-16645180
110	-16646144
111	-16645245
112	-16645887
113	-16645630
114	-16647558
115	-16645887
116	-16643903
117	-16644674
118	-16644610
119	-16645068
120	-16644498
121	-16646104
122	-16644626
123	-16643084
124	-16643662
125	-16642377
126	-16643277
127	-16642827
128	-16644369
129	-16643534
130	-16644755
131	-16645654
132	-16645526
133	-16645140
134	-16644690
135	-16645204
136	-16645389
137	-16645132
138	-16644104
139	-16644947
140	-16643598
141	-16643598
142	-16641542
143	-16641413
144	-16641028
145	-16640647
146	-16641679
147	-16640530
148	-16642964
