x	intensity
0	-15961210
1	-16021657
2	-16032790
3	-16094878
4	-16130908
5	-16131078
6	-16124053
7	-16114013
8	-16097727
9	-16089890
10	-16091385
11	-16100431
12	-16114248
13	-16113781
14	-16115348
15	-16109668
16	-16088018
17	-16064073
18	-16047333
19	-16032873
20	-16030593
21	-16049884
22	-16070120
23	-16087358
24	-16102652
25	-16117272
26	-16113072
27	-16113710
28	-16098932
29	-16088425
30	-16077723
31	-16090697
32	-16099818
33	-16109296
34	-16117283
35	-16126963
36	-16126680
37	-16120609
38	-16127011
39	-16128295
40	-16112407
41	-16101659
42	-16097515
43	-16109007
44	-16128910
45	-16125398
46	-16128627
47	-16116745
48	-16119985
49	-16111636
50	-16109729
51	-16108484
52	-16114308
53	-16119139
54	-16124615
55	-16125527
56	-16121961
57	-16116820
58	-16111630
59	-16106467
60	-16102271
61	-16110946
62	-16118015
63	-16121215
64	-16124451
65	-16129588
66	-16125111
67	-16125431
68	-16121907
69	-16119978
70	-16118334
71	-16119948
72	-16124444
73	-16121238
74	-16117392
75	-16114169
76	-16116728
77	-16119937
78	-16124105
79	-16121534
80	-16119925
81	-16121223
82	-16114466
83	-16121860
84	-16119318
85	-16119314
86	-16121889
87	-16119302
88	-16116724
89	-16111586
90	-16114163
91	-16121874
92	-16119294
93	-16114154
94	-16118972
95	-16118966
96	-16127005
97	-16121856
98	-16125372
99	-16119286
100	-16118963
101	-16120572
102	-16123479
103	-16121521
104	-16118671
105	-16112875
106	-16117046
107	-16117689
108	-16115440
109	-16124435
110	-16124749
111	-16120783
112	-16111446
113	-16115751
114	-16114477
115	-16116082
116	-16123843
117	-16120295
118	-16125410
119	-16115753
120	-16119932
121	-16116399
122	-16117043
123	-16127651
124	-16122506
125	-16119938
126	-16110296
127	-16108239
128	-16121087
129	-16120577
130	-16118322
131	-16121502
132	-16119909
133	-16128926
134	-16129244
135	-16127319
136	-16128602
137	-16117341
138	-16113503
139	-16112218
140	-16123770
141	-16124094
142	-16123149
143	-16120263
144	-16113542
145	-16111282
146	-16106782
147	-16120915
148	-16119309
149	-16118341
150	-16114829
151	-16125427
152	-16115781
153	-16119010
154	-16125752
155	-16120597
156	-16124453
157	-16117388
158	-16118348
159	-16111916
160	-16117392
161	-16124463
162	-16125113
163	-16120938
164	-16115791
165	-16112576
166	-16118685
167	-16117070
168	-16115456
169	-16124789
170	-16118370
171	-16121264
172	-16115467
173	-16116099
174	-16119624
175	-16120921
176	-16123496
177	-16122852
178	-16117061
179	-16119310
180	-16114492
181	-16116739
182	-16116401
183	-16112871
184	-16119295
185	-16117688
186	-16121544
187	-16116398
188	-16116394
189	-16117356
190	-16117358
191	-16117674
192	-16122194
193	-16109344
194	-16107760
195	-16098444
196	-16105512
197	-16102661
198	-16092822
199	-16085187
200	-16078822
201	-16064898
202	-16062080
203	-16054414
204	-16053232
205	-16057404
206	-16046127
207	-16039617
208	-15973438
209	-15952962
210	-15975163
211	-15969829
212	-15938679
213	-15848309
214	-15747415
215	-15681529
216	-15566445
217	-15409413
218	-15202999
219	-14973896
220	-14858681
221	-14750197
222	-14620118
223	-14484439
224	-14227285
225	-14046975
226	-13810641
227	-13619412
228	-13327203
229	-13027681
230	-12687126
231	-12303064
232	-11813173
233	-11409947
234	-10937441
235	-10470415
236	-10004279
237	-9571054
238	-9230030
239	-8919878
240	-8681933
241	-8509633
242	-8436459
243	-8467180
244	-8543575
245	-8586154
246	-8722617
247	-8790766
248	-8824929
249	-8972483
250	-9132931
251	-9266401
252	-9370339
253	-9488471
254	-9623276
255	-9758639
256	-9884442
257	-10082187
258	-10328466
259	-10544392
260	-10844387
261	-11133645
262	-11435489
263	-11733193
264	-12076032
265	-12396708
266	-12628938
267	-12846972
268	-13108090
269	-13283284
270	-13477446
271	-13681842
272	-13936000
273	-14172076
274	-14467854
275	-14691956
276	-14931303
277	-15124403
278	-15188204
279	-15301248
280	-15438145
281	-15559486
282	-15661526
283	-15751826
284	-15820920
285	-15868563
286	-15873670
287	-15877493
288	-15905867
289	-15915113
290	-15920258
291	-15927930
292	-15946680
293	-15976425
294	-15997419
295	-16026518
296	-16044369
297	-16048445
298	-16064075
299	-16080923
300	-16098224
301	-16102731
302	-16103388
303	-16101078
304	-16099102
305	-16106583
306	-16114265
307	-16114246
308	-16116768
309	-16114201
310	-16111633
311	-16109073
312	-16115820
313	-16119354
314	-16119368
315	-16111666
316	-16109093
317	-16103957
318	-16105242
319	-16105229
320	-16123539
321	-16123863
322	-16124143
323	-16119650
324	-16116769
325	-16124480
326	-16123829
327	-16122219
328	-16112504
329	-16120597
330	-16117380
331	-16124444
332	-16097190
333	-16106190
334	-16107918
335	-16118664
336	-16116718
337	-16129569
338	-16118962
339	-16122502
340	-16120889
341	-16121215
342	-16121213
343	-16112539
344	-16117358
345	-16116395
346	-16112859
347	-16107098
348	-16117363
349	-16117681
350	-16119922
351	-16120889
352	-16117674
353	-16119292
354	-16115114
355	-16122523
356	-16117062
357	-16120601
358	-16120601
359	-16123798
360	-16114500
361	-16109003
362	-16107736
363	-16116731
364	-16124114
365	-16121857
366	-16127959
367	-16121857
368	-16125388
369	-16112541
370	-16120248
371	-16118002
372	-16117053
373	-16121553
374	-16100428
375	-16104630
376	-16097581
377	-16101457
378	-16100493
379	-16099530
380	-16106595
381	-16104027
382	-16103382
383	-16103703
384	-16097632
385	-16088032
386	-16061157
387	-16049734
388	-16016996
