x	intensity
0	-14289915
1	-13940420
2	-13544269
3	-13240120
4	-12956424
5	-12667267
6	-12417953
7	-12256597
8	-12208467
9	-12202291
10	-12259823
11	-12303827
12	-12333581
13	-12344276
14	-12314629
15	-12260361
16	-12172607
17	-12075195
18	-11958327
19	-11813876
20	-11635321
21	-11466864
22	-11261550
23	-11082427
24	-10908335
25	-10758321
26	-10667935
27	-10628076
28	-10664536
29	-10739531
30	-10866609
31	-11056020
32	-11281576
33	-11524859
34	-11778736
35	-12023110
36	-12214536
37	-12374139
38	-12475570
39	-12536507
40	-12557696
41	-12540732
42	-12526476
43	-12507856
44	-12502991
45	-12504587
46	-12507526
47	-12543367
48	-12586809
49	-12646337
50	-12736570
51	-12847946
52	-12985561
53	-13110368
54	-13262643
55	-13411109
56	-13566565
57	-13727821
58	-13850318
59	-13960842
60	-14053505
61	-14127721
62	-14194024
63	-14238177
64	-14264039
65	-14261571
66	-14258081
67	-14268721
68	-14277358
69	-14287997
70	-14305520
71	-14310618
72	-14310661
73	-14323148
74	-14314637
75	-14315233
76	-14313383
77	-14307366
78	-14287271
79	-14277730
80	-14274137
81	-14266949
82	-14241724
83	-14220795
84	-14200586
85	-14178733
86	-14165801
87	-14151137
88	-14104621
89	-14054746
90	-14017301
91	-13969301
92	-13912729
93	-13863878
94	-13812614
95	-13753410
96	-13675279
97	-13606340
98	-13529500
99	-13446863
100	-13343964
101	-13250493
102	-13149037
103	-13035949
104	-12918597
105	-12806997
106	-12682399
107	-12548890
108	-12421467
109	-12300504
110	-12194334
111	-12087641
112	-11983373
113	-11904401
114	-11846614
115	-11823237
116	-11812919
117	-11828781
118	-11861284
119	-11902186
120	-11956781
121	-12001277
122	-12025540
123	-12031300
124	-11994882
125	-11940371
126	-11856399
127	-11744215
128	-11614841
129	-11447478
130	-11254543
131	-11066885
132	-10860103
133	-10650896
134	-10431362
135	-10254890
136	-10112673
137	-10033235
138	-10038905
139	-10127027
140	-10271576
141	-10459373
142	-10709388
143	-10980583
144	-11269958
145	-11535787
146	-11766938
147	-11960160
148	-12082534
149	-12174601
150	-12218494
151	-12226712
152	-12218458
153	-12182131
154	-12156610
155	-12121156
156	-12089618
157	-12073745
158	-12081528
159	-12109359
160	-12175593
161	-12273439
162	-12401380
163	-12532140
164	-12711487
165	-12887565
166	-13067295
167	-13241887
168	-13420510
169	-13598723
170	-13716995
171	-13827948
172	-13932338
173	-14014902
174	-14078066
175	-14118951
176	-14138732
177	-14149973
178	-14177764
179	-14187813
180	-14205678
181	-14208015
182	-14216087
183	-14221527
184	-14232884
185	-14236078
186	-14232427
187	-14228704
188	-14226268
189	-14220381
190	-14208401
191	-14203154
192	-14204048
193	-14207445
194	-14204369
195	-14189915
196	-14174128
197	-14166948
198	-14148625
199	-14108803
200	-14066128
201	-14034105
202	-13996543
203	-13946497
204	-13906306
205	-13870061
206	-13791782
207	-13729645
208	-13695482
209	-13648506
210	-13587524
211	-13524938
212	-13446775
213	-13370751
214	-13265273
215	-13168712
216	-13056787
217	-12939265
218	-12824531
219	-12692735
220	-12556367
221	-12437704
222	-12303754
223	-12185732
224	-12052165
225	-11933490
226	-11826683
227	-11737651
228	-11657140
229	-11605610
230	-11586216
231	-11618241
232	-11665329
233	-11729093
234	-11799110
235	-11882829
236	-11963164
237	-12023812
238	-12046541
239	-12032184
240	-11990382
241	-11915447
242	-11818622
243	-11693449
244	-11543630
245	-11360340
246	-11161399
247	-10942231
248	-10701748
249	-10459536
250	-10277256
251	-10121188
252	-10013775
253	-9969352
254	-9994800
255	-10097859
256	-10270029
257	-10511655
258	-10788896
259	-11068489
260	-11353429
261	-11608807
262	-11832043
263	-12001315
264	-12126405
265	-12210373
266	-12263316
267	-12272096
268	-12262538
269	-12237768
270	-12189313
271	-12139960
272	-12105912
273	-12067409
274	-12045718
275	-12057476
276	-12088005
277	-12141824
278	-12220231
279	-12338115
280	-12491251
281	-12670778
282	-12854362
283	-13032088
284	-13221021
285	-13408646
286	-13551280
287	-13676056
288	-13811954
289	-13912633
290	-13984181
291	-14037129
292	-14069593
293	-14086366
294	-14111451
295	-14130574
296	-14160702
297	-14185217
298	-14202630
299	-14219346
300	-14233235
301	-14237773
302	-14239247
303	-14248073
304	-14254282
305	-14251168
306	-14249765
307	-14246892
308	-14240871
309	-14240802
310	-14242207
311	-14236252
312	-14229651
313	-14216087
314	-14198741
315	-14176538
316	-14151196
317	-14135595
318	-14109676
319	-14075635
320	-14053428
321	-14020522
322	-13986161
323	-13955948
324	-13946775
325	-13921860
326	-13875466
327	-13825490
328	-13770947
329	-13704967
330	-13645267
331	-13572624
332	-13513726
333	-13421338
334	-13319527
335	-13224091
336	-13111268
337	-13003559
338	-12898312
339	-12799091
340	-12693415
341	-12581659
342	-12453426
343	-12334894
344	-12194943
345	-12072102
346	-11962978
347	-11859895
348	-11784123
349	-11739603
350	-11709074
351	-11705998
352	-11730711
353	-11787387
354	-11865866
355	-11940959
356	-12020712
357	-12096869
358	-12171487
359	-12194201
360	-12180121
361	-12149651
362	-12085842
363	-11991743
364	-11869921
365	-11720738
366	-11550690
367	-11363735
368	-11160407
369	-10931995
370	-10714754
371	-10492101
372	-10304622
373	-10149086
374	-10026839
375	-9988872
376	-10048759
377	-10176230
378	-10354843
379	-10574182
380	-10847226
381	-11129289
382	-11417314
383	-11675970
384	-11899384
385	-12087656
386	-12214968
387	-12302223
388	-12349649
389	-12354570
390	-12327525
391	-12297421
392	-12242502
393	-12182616
394	-12113488
395	-12060059
396	-12013631
397	-11984247
398	-11984292
399	-11994273
400	-12035612
401	-12127134
402	-12245239
403	-12393663
404	-12552708
405	-12733392
406	-12911341
407	-13091987
408	-13274386
409	-13437192
410	-13579396
411	-13707535
412	-13833491
413	-13930327
414	-14016714
415	-14070032
416	-14121331
417	-14155467
418	-14174412
419	-14203665
420	-14223011
421	-14230179
422	-14246878
423	-14258334
424	-14275050
425	-14282975
426	-14289117
427	-14292965
428	-14294308
429	-14295720
430	-14297381
431	-14302248
432	-14295908
433	-14301490
434	-14302450
435	-14296105
436	-14290267
437	-14286799
438	-14281996
439	-14272914
440	-14270297
441	-14246807
442	-14229341
443	-14203029
444	-14185368
445	-14160584
446	-14142359
447	-14110491
448	-14102812
449	-14067742
450	-14043886
451	-14007278
452	-13984487
453	-13938706
454	-13884939
455	-13851578
456	-13796550
457	-13729664
458	-13665980
459	-13609015
460	-13535111
461	-13457543
462	-13370215
463	-13281774
464	-13170322
465	-13070413
466	-12949908
467	-12854090
468	-12735991
469	-12625254
470	-12506893
471	-12367958
472	-12236860
473	-12110965
474	-11997642
475	-11907895
476	-11830904
477	-11779125
478	-11763649
479	-11784105
480	-11819330
481	-11899265
482	-11990601
483	-12092736
484	-12189557
485	-12276592
486	-12345455
487	-12385194
488	-12407803
489	-12400512
490	-12376131
491	-12318978
492	-12213789
493	-12085017
494	-11938519
495	-11778833
496	-11586993
497	-11386755
498	-11164277
499	-10927476
500	-10693490
501	-10485279
502	-10320510
503	-10212872
504	-10175853
505	-10227452
506	-10335564
507	-10498779
508	-10695334
509	-10946194
510	-11198383
511	-11454537
512	-11722176
513	-11965420
514	-12149874
515	-12295405
516	-12416619
517	-12522370
518	-12582153
519	-12600948
520	-12596400
521	-12562609
522	-12499826
523	-12417382
524	-12338115
525	-12257852
526	-12184907
527	-12149056
528	-12115648
529	-12100665
530	-12139563
531	-12207854
532	-12289122
533	-12392998
534	-12524938
535	-12670298
536	-12829072
537	-13008670
538	-13197780
539	-13366489
540	-13515083
541	-13657929
542	-13797631
543	-13907381
544	-14008046
545	-14092149
546	-14135093
547	-14171023
548	-14211991
549	-14242256
550	-14267415
551	-14287823
552	-14308175
553	-14330819
554	-14349440
555	-14366339
556	-14372822
557	-14378518
558	-14385041
559	-14393421
560	-14396179
561	-14399949
562	-14404944
563	-14409487
564	-14416980
565	-14422289
566	-14421969
567	-14421530
568	-14420753
569	-14413646
570	-14410066
571	-14400714
572	-14388998
573	-14377307
574	-14369319
575	-14358442
576	-14352609
577	-14337053
578	-14321250
579	-14306205
580	-14297742
581	-14282572
582	-14259982
583	-14242582
584	-14220031
585	-14179906
586	-14157446
587	-14122009
588	-14072729
589	-14034946
590	-13985800
591	-13932500
592	-13890582
593	-13838620
594	-13797407
595	-13734915
596	-13679156
597	-13624058
598	-13552379
599	-13472039
600	-13384603
601	-13284930
602	-13175055
603	-13057884
604	-12934505
605	-12804568
606	-12686470
607	-12551109
608	-12431687
609	-12295725
610	-12179936
611	-12075695
612	-12002873
613	-11955482
614	-11931980
615	-11942548
616	-11980021
617	-12037692
618	-12129603
619	-12221073
620	-12314340
621	-12412451
622	-12507728
623	-12567821
624	-12628613
625	-12664278
626	-12680235
627	-12677686
628	-12645475
629	-12576793
630	-12500211
631	-12389916
632	-12235833
633	-12049343
634	-11847618
635	-11623027
636	-11397235
637	-11178869
638	-10973343
639	-10798298
640	-10660441
641	-10576479
642	-10524507
643	-10559901
644	-10648104
645	-10766375
646	-10930499
647	-11139717
648	-11365999
649	-11611320
650	-11849473
651	-12059412
652	-12260433
653	-12455755
654	-12604387
655	-12724963
656	-12809109
