x	intensity
0	-13667311
1	-13453146
2	-13229335
3	-13035333
4	-12883505
5	-12685564
6	-12537540
7	-12384024
8	-12264617
9	-12176981
10	-12148491
11	-12121397
12	-12122014
13	-12081438
14	-12004292
15	-11897919
16	-11773503
17	-11615027
18	-11438178
19	-11237673
20	-11035963
21	-10830595
22	-10607290
23	-10396086
24	-10183094
25	-9981739
26	-9790700
27	-9653278
28	-9584905
29	-9586734
30	-9658641
31	-9797789
32	-10012077
33	-10275010
34	-10564857
35	-10876492
36	-11165927
37	-11439383
38	-11685157
39	-11883861
40	-12011101
41	-12095663
42	-12133744
43	-12135853
44	-12120923
45	-12088221
46	-12041847
47	-11990973
48	-11933189
49	-11877326
50	-11823106
51	-11779525
52	-11735410
53	-11706417
54	-11706038
55	-11722567
56	-11772167
57	-11859018
58	-11967679
59	-12120262
60	-12289470
61	-12464636
62	-12653885
63	-12836339
64	-13018877
65	-13165962
66	-13292416
67	-13371403
68	-13431367
69	-13478096
70	-13503133
71	-13527081
72	-13545380
73	-13564073
74	-13577259
75	-13584744
76	-13589356
77	-13580261
78	-13579110
79	-13560240
80	-13541923
81	-13530908
82	-13514075
83	-13479502
84	-13445569
85	-13408076
86	-13368700
87	-13318155
88	-13270032
89	-13221073
90	-13162720
91	-13093325
92	-13014029
93	-12922048
94	-12840709
95	-12758921
96	-12662200
97	-12542896
98	-12422192
99	-12321908
100	-12199804
101	-12078454
102	-11932863
103	-11807520
104	-11667669
105	-11530451
106	-11404848
107	-11301178
108	-11229815
109	-11182893
110	-11156583
111	-11168081
112	-11201184
113	-11280360
114	-11367540
115	-11469119
116	-11580566
117	-11692689
118	-11785953
119	-11849877
120	-11889220
121	-11883201
122	-11854406
123	-11782032
124	-11695316
125	-11580438
126	-11429958
127	-11269316
128	-11083051
129	-10878427
130	-10661611
131	-10419761
132	-10177099
133	-9936990
134	-9668571
135	-9444546
136	-9224503
137	-9048264
138	-8939893
139	-8916577
140	-8982962
141	-9133976
142	-9371058
143	-9628130
144	-9963797
145	-10314486
146	-10639759
147	-10947732
148	-11213395
149	-11449320
150	-11630056
151	-11751693
152	-11830668
153	-11843828
154	-11836197
155	-11810085
156	-11762955
157	-11695761
158	-11615039
159	-11542408
160	-11457554
161	-11376262
162	-11307509
163	-11258797
164	-11231397
165	-11213660
166	-11225178
167	-11275044
168	-11349627
169	-11475445
170	-11622585
171	-11805497
172	-12003525
173	-12204366
174	-12396763
175	-12595683
176	-12771923
177	-12930482
178	-13066088
179	-13167864
180	-13244477
181	-13312009
182	-13363022
183	-13387221
184	-13408289
185	-13428253
186	-13444133
187	-13447968
188	-13446945
189	-13444504
190	-13444507
191	-13431133
192	-13417174
193	-13414354
194	-13407634
195	-13398624
196	-13387036
197	-13351703
198	-13311310
199	-13275782
200	-13214768
201	-13163764
202	-13103354
203	-13042878
204	-12971657
205	-12899526
206	-12827197
207	-12719274
208	-12635579
209	-12563186
210	-12450366
211	-12339592
212	-12224135
213	-12098543
214	-11978017
215	-11850609
216	-11718830
217	-11589629
218	-11450248
219	-11298255
220	-11184191
221	-11061302
222	-10985965
223	-10925106
224	-10891867
225	-10883998
226	-10933967
227	-11005841
228	-11112409
229	-11232484
230	-11362270
231	-11490357
232	-11606187
233	-11718134
234	-11797368
235	-11855805
236	-11879049
237	-11858491
238	-11803920
239	-11719123
240	-11604180
241	-11460864
242	-11321031
243	-11148746
244	-10951500
245	-10741056
246	-10501949
247	-10282937
248	-10035115
249	-9777269
250	-9505019
251	-9253127
252	-9050556
253	-8917077
254	-8847622
255	-8856506
256	-8950714
257	-9136364
258	-9394288
259	-9696778
260	-10054023
261	-10402244
262	-10745790
263	-11053998
264	-11311809
265	-11520658
266	-11667216
267	-11779471
268	-11855253
269	-11887127
270	-11887756
271	-11860086
272	-11832101
273	-11795111
274	-11744817
275	-11662846
276	-11571334
277	-11477570
278	-11383853
279	-11303477
280	-11238582
281	-11201280
282	-11177502
283	-11194076
284	-11229962
285	-11315946
286	-11419736
287	-11558359
288	-11724088
289	-11920104
290	-12105911
291	-12307196
292	-12493766
293	-12667712
294	-12820228
295	-12951961
296	-13065285
297	-13168955
298	-13276912
299	-13340806
300	-13393806
301	-13435670
302	-13459328
303	-13476872
304	-13477061
305	-13490386
306	-13487636
307	-13489385
308	-13490356
309	-13482560
310	-13480238
311	-13479601
312	-13469677
313	-13449195
314	-13429468
315	-13403919
316	-13383037
317	-13352351
318	-13313334
319	-13275977
320	-13238541
321	-13198290
322	-13142162
323	-13088834
324	-13034759
325	-12968007
