x	intensity
0	-14640487
1	-14422004
2	-14127135
3	-13842402
4	-13571389
5	-13327395
6	-13070820
7	-12822712
8	-12598581
9	-12478581
10	-12427732
11	-12391723
12	-12415102
13	-12432209
14	-12446221
15	-12439815
16	-12427846
17	-12390789
18	-12335151
19	-12246328
20	-12139902
21	-12017603
22	-11862972
23	-11695488
24	-11533114
25	-11380012
26	-11233332
27	-11130091
28	-11079578
29	-11085945
30	-11151786
31	-11265293
32	-11429937
33	-11641646
34	-11878471
35	-12128137
36	-12327812
37	-12505028
38	-12636712
39	-12715930
40	-12775004
41	-12799977
42	-12798494
43	-12788088
44	-12793470
45	-12825543
46	-12869833
47	-12923833
48	-12996880
49	-13104000
50	-13222727
51	-13361601
52	-13507767
53	-13654990
54	-13795491
55	-13932500
56	-14057515
57	-14168284
58	-14258448
59	-14336448
60	-14393514
61	-14434112
62	-14459516
63	-14492938
64	-14518538
65	-14550542
66	-14559910
67	-14570328
68	-14586255
69	-14586756
70	-14596866
71	-14600580
72	-14605120
73	-14608390
74	-14601739
75	-14590219
76	-14581073
77	-14575050
78	-14570827
79	-14558102
80	-14547180
81	-14541852
82	-14535120
83	-14521300
84	-14516570
85	-14505816
86	-14482596
87	-14472621
88	-14439268
89	-14413729
90	-14378535
91	-14349362
92	-14312293
93	-14272792
94	-14231816
95	-14190533
96	-14153594
97	-14097025
98	-14035986
99	-13975833
100	-13912710
101	-13826629
102	-13745612
103	-13662417
104	-13566455
105	-13461881
106	-13361993
107	-13250452
108	-13133015
109	-13018074
110	-12917839
111	-12781379
112	-12649299
113	-12512763
114	-12400966
115	-12297101
116	-12214601
117	-12138362
118	-12072425
119	-12040170
120	-12032619
121	-12052329
122	-12073412
123	-12103522
124	-12124510
125	-12125091
126	-12116889
127	-12085580
128	-12023609
129	-11938483
130	-11812083
131	-11666433
132	-11484311
133	-11297234
134	-11088640
135	-10912436
136	-10753895
137	-10618447
138	-10539531
139	-10530480
140	-10605729
141	-10723134
142	-10890330
143	-11108008
144	-11357938
145	-11624504
146	-11860730
147	-12058810
148	-12203126
149	-12313867
150	-12390239
151	-12419514
152	-12443301
153	-12440612
154	-12443578
155	-12434031
156	-12441965
157	-12465201
158	-12502961
159	-12572595
160	-12684414
161	-12810681
162	-12959743
163	-13129432
164	-13299989
165	-13488982
166	-13654416
167	-13799882
168	-13937390
169	-14057946
170	-14151268
171	-14243170
172	-14295224
173	-14331346
174	-14368869
175	-14390303
176	-14407708
177	-14414560
178	-14436642
179	-14463638
180	-14474636
181	-14473113
182	-14482773
183	-14492638
184	-14507110
185	-14505955
186	-14496243
187	-14490346
188	-14493672
189	-14487386
190	-14487904
191	-14477343
192	-14472484
193	-14480479
194	-14482833
195	-14478798
196	-14475420
197	-14457510
198	-14439196
199	-14430231
200	-14406727
201	-14372878
202	-14348814
203	-14322579
204	-14283422
205	-14259999
206	-14228103
207	-14178238
208	-14140146
209	-14107889
210	-14068083
211	-14017470
212	-13961100
213	-13898809
214	-13828796
215	-13760242
216	-13693043
217	-13608390
218	-13503080
219	-13403682
220	-13307682
221	-13208714
222	-13085902
223	-12971407
224	-12847803
225	-12712378
226	-12564661
227	-12425266
228	-12298634
229	-12174281
230	-12081448
231	-12002601
232	-11934769
233	-11906378
234	-11913556
235	-11930066
236	-11957246
237	-12002378
238	-12055489
239	-12089399
240	-12129798
241	-12131256
242	-12114999
243	-12048584
244	-11981586
245	-11861715
246	-11723339
247	-11551363
248	-11368334
249	-11174734
250	-10972878
251	-10778502
252	-10639144
253	-10541184
254	-10495190
255	-10513560
256	-10594541
257	-10739644
258	-10928546
259	-11166025
260	-11416850
261	-11677973
262	-11907426
263	-12106721
264	-12255061
265	-12367663
266	-12437401
267	-12459507
268	-12455236
269	-12439481
270	-12424053
271	-12400940
272	-12381362
273	-12390581
274	-12422949
275	-12484899
276	-12571480
277	-12685989
278	-12821091
279	-12975415
280	-13136714
281	-13301219
